db_name,Question,Actual Output,Logical Output,Actual Len,Logical Len
car_1,Which model has the most version(make) of cars?,  Model0  ford,       ModelName<>                            MakeName<>  NumCars<>0              amc               amc ambassador brougham          11              amc                    amc ambassador dpl          12              amc                    amc ambassador sst          13              amc                           amc concord          24              amc                       amc concord d/l          15              amc                        amc concord dl          16              amc                      amc concord dl 6          17              amc                           amc gremlin          48              amc                            amc hornet          49              amc            amc hornet sportabout (sw)          110             amc                           amc matador          511             amc                      amc matador (sw)          212             amc                             amc pacer          113             amc                         amc pacer d/l          114             amc                         amc rebel sst          115             amc                    amc rebel sst (sw)          116             amc                         amc spirit dl          117            audi                           audi 100 ls          118            audi                            audi 100ls          219            audi                             audi 4000          120            audi                             audi 5000          121            audi                   audi 5000s (diesel)          122            audi                              audi fox          123             bmw                              bmw 2002          124             bmw                              bmw 320i          125           buick                         buick century          226           buick                     buick century 350          127           buick                 buick century limited          128           buick              buick century luxus (sw)          129           buick                 buick century special          130           buick              buick electra 225 custom          131           buick               buick estate wagon (sw)          232           buick                  buick lesabre custom          133           buick               buick opel isuzu deluxe          134           buick       buick regal sport coupe (turbo)          135           buick                         buick skyhawk          136           buick                         buick skylark          237           buick                     buick skylark 320          138           buick                 buick skylark limited          139        cadillac                     cadillac eldorado          140        cadillac                      cadillac seville          141           capri                              capri ii          142       chevrolet                     chevrolet bel air          143       chevrolet                      chevrolet camaro          144       chevrolet             chevrolet caprice classic          345       chevrolet                    chevrolet cavalier          146       chevrolet             chevrolet cavalier 2-door          147       chevrolet              chevrolet cavalier wagon          148       chevrolet      chevrolet chevelle concours (sw)          249       chevrolet             chevrolet chevelle malibu          350       chevrolet     chevrolet chevelle malibu classic          251       chevrolet                    chevrolet chevette          452       chevrolet                    chevrolet citation          353       chevrolet                    chevrolet concours          154       chevrolet                      chevrolet impala          455       chevrolet                      chevrolet malibu          256       chevrolet         chevrolet malibu classic (sw)          157       chevrolet                 chevrolet monte carlo          158       chevrolet          chevrolet monte carlo landau          259       chevrolet               chevrolet monte carlo s          160       chevrolet                   chevrolet monza 2+2          161       chevrolet                        chevrolet nova          362       chevrolet                 chevrolet nova custom          163       chevrolet                        chevrolet vega          364       chevrolet                   chevrolet vega (sw)          165       chevrolet                   chevrolet vega 2300          166       chevrolet                       chevrolet woody          167       chevrolet                             chevy c10          168       chevrolet                             chevy c20          169       chevrolet                            chevy s-10          170        chrysler                      chrysler cordoba          171        chrysler            chrysler lebaron medallion          172        chrysler                chrysler lebaron salon          173        chrysler  chrysler lebaron town @ country (sw)          174        chrysler          chrysler new yorker brougham          175        chrysler                chrysler newport royal          176         citroen                  citroen ds-21 pallas          177          datsun                           datsun 1200          178          datsun                         datsun 200-sx          179          datsun                          datsun 200sx          180          datsun                            datsun 210          281          datsun                        datsun 210 mpg          182          datsun                         datsun 280-zx          183          datsun                            datsun 310          184          datsun                         datsun 310 gx          185          datsun                            datsun 510          186          datsun                       datsun 510 (sw)          187          datsun                  datsun 510 hatchback          188          datsun                            datsun 610          189          datsun                            datsun 710          290          datsun                            datsun 810          191          datsun                     datsun 810 maxima          192          datsun                          datsun b-210          193          datsun                           datsun b210          194          datsun                        datsun b210 gx          195          datsun                 datsun f-10 hatchback          196          datsun                          datsun pl510          297           dodge                        dodge aries se          198           dodge                dodge aries wagon (sw)          199           dodge                           dodge aspen          2100          dodge                         dodge aspen 6          1101          dodge                        dodge aspen se          1102          dodge                   dodge challenger se          1103          dodge                     dodge charger 2.2          1104          dodge                            dodge colt          3105          dodge                       dodge colt (sw)          1106          dodge                    dodge colt hardtop          1107          dodge           dodge colt hatchback custom          1108          dodge                        dodge colt m/m          1109          dodge                dodge coronet brougham          1110          dodge                  dodge coronet custom          1111          dodge             dodge coronet custom (sw)          1112          dodge                            dodge d100          1113          dodge                            dodge d200          1114          dodge                     dodge dart custom          1115          dodge                        dodge diplomat          1116          dodge                       dodge magnum xe          1117          dodge                     dodge monaco (sw)          1118          dodge                 dodge monaco brougham          1119          dodge                            dodge omni          1120          dodge                         dodge rampage          1121          dodge                       dodge st. regis          1122           fiat                  fiat 124 sport coupe          1123           fiat                           fiat 124 tc          1124           fiat                             fiat 124b          1125           fiat                              fiat 128          2126           fiat                              fiat 131          1127           fiat                    fiat strada custom          1128           fiat                             fiat x1.9          1129           ford                          ford country          1130           ford              ford country squire (sw)          2131           ford                        ford escort 2h          1132           ford                        ford escort 4w          1133           ford                             ford f108          1134           ford                             ford f250          1135           ford                         ford fairmont          1136           ford                  ford fairmont (auto)          1137           ford                   ford fairmont (man)          1138           ford                       ford fairmont 4          1139           ford                  ford fairmont futura          1140           ford                           ford fiesta          1141           ford                           ford futura          1142           ford                      ford galaxie 500          3143           ford                      ford gran torino          3144           ford                 ford gran torino (sw)          2145           ford                          ford granada          1146           ford                     ford granada ghia          1147           ford                       ford granada gl          1148           ford                        ford granada l          1149           ford                              ford ltd          2150           ford                       ford ltd landau          1151           ford                         ford maverick          5152           ford                          ford mustang          1153           ford                 ford mustang boss 302          1154           ford                    ford mustang cobra          1155           ford                       ford mustang gl          1156           ford                       ford mustang ii          1157           ford                   ford mustang ii 2+2          1158           ford                            ford pinto          6159           ford                       ford pinto (sw)          1160           ford                   ford pinto runabout          1161           ford                           ford ranger          1162           ford                      ford thunderbird          1163           ford                           ford torino          1164           ford                      ford torino (sw)          1165           ford                       ford torino 500          1166          honda                          honda accord          2167          honda                     honda accord cvcc          1168          honda                       honda accord lx          1169          honda                           honda civic          3170          honda                    honda civic (auto)          1171          honda                      honda civic 1300          1172          honda                   honda civic 1500 gl          1173          honda                      honda civic cvcc          2174          honda                         honda prelude          1175          mazda                      mazda glc deluxe          1176          mazda                             mazda 626          2177          mazda                             mazda glc          1178          mazda                           mazda glc 4          1179          mazda                      mazda glc custom          1180          mazda                    mazda glc custom l          1181          mazda                      mazda glc deluxe          1182          mazda                            mazda rx-4          1183          mazda                         mazda rx-7 gs          1184          mazda                       mazda rx2 coupe          1185          mazda                             mazda rx3          1186       mercedes                    mercedes benz 300d          1187  mercedes-benz                    mercedes-benz 240d          1188  mercedes-benz                    mercedes-benz 280s          1189        mercury                    mercury capri 2000          1190        mercury                      mercury capri v6          1191        mercury               mercury cougar brougham          1192        mercury                 mercury grand marquis          1193        mercury                        mercury lynx l          1194        mercury                       mercury marquis          1195        mercury              mercury marquis brougham          1196        mercury                       mercury monarch          1197        mercury                  mercury monarch ghia          1198        mercury                        mercury zephyr          1199        mercury                      mercury zephyr 6          1200         nissan                      nissan stanza xe          1201     oldsmobile     oldsmobile cutlass ciera (diesel)          1202     oldsmobile                 oldsmobile cutlass ls          1203     oldsmobile     oldsmobile cutlass salon brougham          2204     oldsmobile            oldsmobile cutlass supreme          1205     oldsmobile            oldsmobile delta 88 royale          1206     oldsmobile                      oldsmobile omega          1207     oldsmobile             oldsmobile omega brougham          1208     oldsmobile                oldsmobile starfire sx          1209     oldsmobile              oldsmobile vista cruiser          1210           opel                             opel 1900          2211           opel                            opel manta          2212        peugeot                           peugeot 304          1213        peugeot                           peugeot 504          4214        peugeot                      peugeot 504 (sw)          1215        peugeot             peugeot 505s turbo diesel          1216        peugeot                         peugeot 604sl          1217       plymouth                     plymouth arrow gs          1218       plymouth                        plymouth champ          1219       plymouth                      plymouth cricket          1220       plymouth                     plymouth cuda 340          1221       plymouth                plymouth custom suburb          1222       plymouth                       plymouth duster          3223       plymouth                         plymouth fury          1224       plymouth              plymouth fury gran sedan          1225       plymouth                     plymouth fury iii          3226       plymouth                   plymouth grand fury          1227       plymouth                      plymouth horizon          1228       plymouth                    plymouth horizon 4          1229       plymouth                plymouth horizon miser          1230       plymouth                  plymouth horizon tc3          1231       plymouth                      plymouth reliant          2232       plymouth                      plymouth sapporo          1233       plymouth                    plymouth satellite          1234       plymouth               plymouth satellite (sw)          1235       plymouth             plymouth satellite custom          1236       plymouth        plymouth satellite custom (sw)          1237       plymouth            plymouth satellite sebring          1238       plymouth                      plymouth valiant          2239       plymouth               plymouth valiant custom          1240       plymouth                       plymouth volare          1241       plymouth                plymouth volare custom          1242       plymouth            plymouth volare premier v8          1243        pontiac                         pontiac astro          1244        pontiac                      pontiac catalina          3245        pontiac             pontiac catalina brougham          1246        pontiac                      pontiac firebird          1247        pontiac                    pontiac grand prix          1248        pontiac                 pontiac grand prix lj          1249        pontiac            pontiac j2000 se hatchback          1250        pontiac                     pontiac lemans v6          1251        pontiac                       pontiac phoenix          2252        pontiac                    pontiac phoenix lj          1253        pontiac                   pontiac safari (sw)          1254        pontiac                 pontiac sunbird coupe          1255        pontiac                    pontiac ventura sj          1256        renault                       renault 12 (sw)          1257        renault                          renault 12tl          1258        renault                           renault 18i          1259        renault                         renault 5 gtl          1260        renault                  renault lecar deluxe          1261           saab                             saab 900s          1262           saab                              saab 99e          1263           saab                            saab 99gle          1264           saab                             saab 99le          2265         subaru                                subaru          2266         subaru                             subaru dl          2267         toyota                         toyota carina          1268         toyota                      toyota celica gt          1269         toyota             toyota celica gt liftback          1270         toyota                        toyota corolla          5271         toyota                   toyota corolla 1200          2272         toyota              toyota corolla 1600 (sw)          1273         toyota               toyota corolla liftback          1274         toyota                 toyota corolla tercel          1275         toyota                         toyota corona          4276         toyota                 toyota corona hardtop          1277         toyota                toyota corona liftback          1278         toyota                 toyota corona mark ii          1279         toyota            toyota corona mark ii (sw)          1280         toyota                       toyota cressida          1281         toyota                        toyota mark ii          2282         toyota                        toyota starlet          1283         toyota                         toyota tercel          1284        triumph                     triumph tr7 coupe          1285     volkswagen          volkswagen 1131 deluxe sedan          1286     volkswagen                   volkswagen 411 (sw)          1287     volkswagen                     volkswagen dasher          3288     volkswagen                      volkswagen jetta          1289     volkswagen                  volkswagen model 111          1290     volkswagen                     volkswagen rabbit          2291     volkswagen              volkswagen rabbit custom          1292     volkswagen       volkswagen rabbit custom diesel          1293     volkswagen                   volkswagen rabbit l          1294     volkswagen                   volkswagen scirocco          1295     volkswagen               volkswagen super beetle          1296     volkswagen           volkswagen super beetle 117          1297     volkswagen                     volkswagen type 3          1298     volkswagen                    vw dasher (diesel)          1299     volkswagen                             vw pickup          1300     volkswagen                             vw rabbit          2301     volkswagen                  vw rabbit c (diesel)          1302     volkswagen                      vw rabbit custom          1303          volvo                           volvo 144ea          1304          volvo                       volvo 145e (sw)          1305          volvo                           volvo 244dl          1306          volvo                             volvo 245          1307          volvo                           volvo 264gl          1308          volvo                          volvo diesel          1,1,309
car_1,What model has the most different versions?,  Model0  ford,      ModelName<>  NumCars<>0             amc         291            audi          72             bmw          23           buick         174        cadillac          25           capri          16       chevrolet         487        chrysler          68         citroen          19          datsun         2310          dodge         2811           fiat          812           ford         5313          honda         1314          mazda         1215       mercedes          116  mercedes-benz          217        mercury         1118         nissan          119     oldsmobile         1020           opel          421        peugeot          822       plymouth         3223        pontiac         1624        renault          525           saab          526         subaru          427         toyota         2628        triumph          129     volkswagen         2230          volvo          6,1,31
car_1,How many cars have more than 4 cylinders?,   count(*)0       195,   NumCars<>0        194,1,1
car_1,What is the number of cars with more than 4 cylinders?,   count(*)0       195,   NumCars<>0        194,1,1
car_1,What are the names and ids of all makers with more than 3 models?,         FullName  Id0  General Motors   41        Chrysler   6,           MakerFullName<>  MakerId<>  NumModels<>0   American Motor Company          1            11                      BMW          3            12                 Chrysler          6            33                  Citroen          7            14             Daimler Benz         13            25                     Fiat          9            16       Ford Motor Company          5            37           General Motors          4            58                    Honda         11            19                    Mazda         12            110           Nissan Motors          8            211                    Opel         14            112                Peugeaut         15            113                 Renault         16            114                    Saab         17            115                  Subaru         18            116                  Toyota         19            117                 Triumph         20            118              Volkswagen          2            219                   Volvo         21            1,2,20
car_1,In which years cars were produced weighing no less than 3000 and no more than 4000 ?,    Year0   19701   19712   19723   19734   19745   19756   19767   19778   19789   197910  198011  198112  1982,    Year<>  NumCars<>0     1970         131     1971          62     1972          23     1973          94     1974          55     1975         126     1976         157     1977          58     1978         169     1979         1310    1980          311    1981          612    1982          2,13,13
car_1,What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000 ?,    Year0   19701   19712   19723   19734   19745   19756   19767   19778   19789   197910  198011  198112  1982,    Year<>  NumCars<>0     1970         131     1971          62     1972          23     1973          94     1974          55     1975         126     1976         157     1977          58     1978         169     1979         1310    1980          311    1981          612    1982          2,13,13
car_1,How many countries has more than 2 car makers ?,   count(*)0         41         42         33         5,  CountryName<>  NumMakers<>0        france            31       germany            42         italy            13         japan            54        sweden            25            uk            16           usa            4,4,7
car_1,How many cars has over 6 cylinders?,   COUNT(*)0       108,   NumCars<>0        107,1,1
car_1,What is the number of carsw ith over 6 cylinders?,   COUNT(*)0       108,   NumCars<>0        107,1,1
car_1,What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars?,   Id       Maker0   2  volkswagen1   4          gm2   5        ford3   6    chrysler4   8      nissan5  19      toyota,    MakerId<>         MakerFullName<>  NumCars<>0           1  American Motor Company         291           2              Volkswagen         292           3                     BMW          23           4          General Motors         934           5      Ford Motor Company         655           6                Chrysler         666           7                 Citroen          17           8           Nissan Motors         248           9                    Fiat          89          11                   Honda         1310         12                   Mazda         1211         13            Daimler Benz          312         14                    Opel          413         15                Peugeaut          814         16                 Renault          515         17                    Saab          516         18                  Subaru          417         19                  Toyota         2618         20                 Triumph          119         21                   Volvo          6,6,20
employee_hire_evaluation,How many employees are there?,   count(*)0        10,   NumEmployees<>0               7,1,1
employee_hire_evaluation,Count the number of employees,   count(*)0        10,   NumEmployees<>0               7,1,1
museum_visit,How many visitors below age 30 are there?,   count(*)0         3,   NumVisitors<>0              2,1,1
museum_visit,"Find the names of the visitors whose membership level is higher than 4, and order the results by the level from high to low.",               Name0  Gonzalo Higuaín 1     Fernando Gago2   Guti Midfielder,   VisitorName<>  MembershipLevel<>  NumVisitors<>0  Fernando Gago                  6              1,3,1
museum_visit,What is the average age of the visitors whose membership level is not higher than 4?,   avg(age)0      36.0,   AvgAge<>0      26.0,1,1
museum_visit,"Find the name and membership level of the visitors whose membership level is higher than 4, and sort by their age from old to young.",               Name  Level_of_membership0     Fernando Gago                    61  Gonzalo Higuaín                     82   Guti Midfielder                    5,   VisitorName<>  MembershipLevel<>  AvgAge<>0  Fernando Gago                  6      36.0,3,1
museum_visit,Find the id and name of the museum that has the most staff members?,   Museum_ID          Name0          1  Plaza Museum,   MuseumId<>  MuseumName<>  MaxStaff<>0           1  Plaza Museum          62,1,1
museum_visit,"What are the id, name and membership level of visitors who have spent the largest amount of money in total in all museum tickets?",  visitor_ID          Name  Level_of_membership0          3  Arjen Robben                    1,  VisitorId<>         VisitorName<>  MembershipLevel<>  SumSpent<>0           3          Arjen Robben                  1      530.421           5         Fernando Gago                  6      410.122           6  Rafael van der Vaart                  1       40.42,1,3
museum_visit,What are the id and name of the museum visited most times?,   Museum_ID                  Name0          2  Capital Plaza Museum,   MuseumId<>           MuseumName<>  NumVisits<>0           1           Plaza Museum            11           2   Capital Plaza Museum            22           4   Willow Grande Museum            23           8  ZirMed Gateway Museum            1,1,4
museum_visit,What is the name of the museum that had no visitor yet?,                                       Name0              Jefferson Development Museum1                          RiverPark Museum2                        Place Tower Museum3  Central City District Residential Museum,            MuseumName<>  CountMuseums<>0   Capital Plaza Museum               11           Plaza Museum               12   Willow Grande Museum               13  ZirMed Gateway Museum               1,4,4
museum_visit,Find the name and age of the visitor who bought the most tickets at once.,           Name  Age0  Arjen Robben   27,  VisitorName<>  VisitorAge<>  MaxTickets<>0  Arjen Robben            27            24,1,1
museum_visit,What are the average and maximum number of tickets bought in all visits?,   avg(num_of_ticket)  max(num_of_ticket)0                10.5                  24,   AvgTickets<>  MaxTickets<>0          10.5            24,1,1
poker_player,How many poker players are there?,   count(*)0         5,   NumPokerPlayers<>0                  5,1,1
poker_player,Count the number of poker players.,   count(*)0         5,   NumPokerPlayers<>0                  5,1,1
poker_player,"What are the earnings of poker players, ordered descending by value?",   Earnings0  596462.01  476090.02  189233.03  142800.04  104871.0,         PlayerName<>  PlayerEarnings<>  AvgPlayerEarnings<>0   Aleksey Ostapenko          476090.0             476090.01        Maksim Botin          596462.0             596462.02    Semen Poltavskiy          142800.0             142800.03     Teodor Salparov          189233.0             189233.04  Yevgeni Sivozhelez          104871.0             104871.0,5,5
poker_player,List the final tables made and the best finishes of poker players.,   Final_Table_Made  Best_Finish0              42.0          1.01              10.0          2.02              21.0          1.03              19.0          2.04              26.0          3.0,   PlayerFinalTables<>  PlayerBestFinish<>  NumPokerPlayers<>0                 10.0                 2.0                  11                 19.0                 2.0                  12                 21.0                 1.0                  13                 26.0                 3.0                  14                 42.0                 1.0                  1,5,5
poker_player,What are the final tables made and best finishes for all poker players?,   Final_Table_Made  Best_Finish0              42.0          1.01              10.0          2.02              21.0          1.03              19.0          2.04              26.0          3.0,   PlayerFinalTables<>  PlayerBestFinish<>  MaxPlayerFinalTables<>0                 10.0                 2.0                    10.01                 19.0                 2.0                    19.02                 21.0                 1.0                    21.03                 26.0                 3.0                    26.04                 42.0                 1.0                    42.0,5,5
poker_player,What is the average earnings of poker players?,   avg(Earnings)0       301891.2,   AvgPlayerEarnings<>0             301891.2,1,1
poker_player,Return the average earnings across all poker players.,   avg(Earnings)0       301891.2,   AvgPlayerEarnings<>0             301891.2,1,1
poker_player,What is the maximum number of final tables made among poker players with earnings less than 200000?,   max(Final_Table_Made)0                   26.0,   MaxPlayerFinalTables<>0                    26.0,1,1
poker_player,Return the maximum final tables made across all poker players who have earnings below 200000.,   max(Final_Table_Made)0                   26.0,   MaxPlayerFinalTables<>0                    26.0,1,1
poker_player,What are the names of poker players?,                 Name0   Aleksey Ostapenko1     Teodor Salparov2  Yevgeni Sivozhelez3        Maksim Botin4    Semen Poltavskiy,         PlayerName<>  NumPokerPlayers<>0   Aleksey Ostapenko                  11        Maksim Botin                  12    Semen Poltavskiy                  13     Teodor Salparov                  14  Yevgeni Sivozhelez                  1,5,5
poker_player,Return the names of all the poker players.,                 Name0   Aleksey Ostapenko1     Teodor Salparov2  Yevgeni Sivozhelez3        Maksim Botin4    Semen Poltavskiy,         PlayerName<>  NumPokerPlayers<>0   Aleksey Ostapenko                  11        Maksim Botin                  12    Semen Poltavskiy                  13     Teodor Salparov                  14  Yevgeni Sivozhelez                  1,5,5
poker_player,What are the names of poker players whose earnings is higher than 300000?,                Name0  Aleksey Ostapenko1       Maksim Botin,        PlayerName<>  NumPokerPlayers<>0  Aleksey Ostapenko                  11       Maksim Botin                  1,2,2
poker_player,Give the names of poker players who have earnings above 300000.,                Name0  Aleksey Ostapenko1       Maksim Botin,        PlayerName<>  NumPokerPlayers<>0  Aleksey Ostapenko                  11       Maksim Botin                  1,2,2
poker_player,List the names of poker players ordered by the final tables made in ascending order.,                 Name0     Teodor Salparov1        Maksim Botin2  Yevgeni Sivozhelez3    Semen Poltavskiy4   Aleksey Ostapenko,         PlayerName<>  NumPokerPlayers<>0   Aleksey Ostapenko                  11        Maksim Botin                  12    Semen Poltavskiy                  13     Teodor Salparov                  14  Yevgeni Sivozhelez                  1,5,5
poker_player,"What are the names of poker players, ordered ascending by the number of final tables they have made?",                 Name0     Teodor Salparov1        Maksim Botin2  Yevgeni Sivozhelez3    Semen Poltavskiy4   Aleksey Ostapenko,         PlayerName<>  NumPokerPlayers<>0   Aleksey Ostapenko                  11        Maksim Botin                  12    Semen Poltavskiy                  13     Teodor Salparov                  14  Yevgeni Sivozhelez                  1,5,5
poker_player,What is the birth date of the poker player with the lowest earnings?,"       Birth_Date0  August 8, 1986","  PlayerBirthDate<>  AvgPlayerEarnings<>0   August 16, 1982             189233.0",1,1
poker_player,Return the birth date of the poker player with the lowest earnings.,"       Birth_Date0  August 8, 1986","  PlayerBirthDate<>  NumPokerPlayers<>0   August 16, 1982                  1",1,1
poker_player,What is the average earnings of poker players with height higher than 200?,   avg(T2.Earnings)0          309445.0,   AvgPlayerEarnings<>0             309445.0,1,1
poker_player,Give average earnings of poker players who are taller than 200.,   avg(T2.Earnings)0          309445.0,   AvgPlayerEarnings<>0             309445.0,1,1
poker_player,What are the names of poker players in descending order of earnings?,                 Name0        Maksim Botin1   Aleksey Ostapenko2     Teodor Salparov3    Semen Poltavskiy4  Yevgeni Sivozhelez,         PlayerName<>  AvgPlayerEarnings<>0   Aleksey Ostapenko             476090.01        Maksim Botin             596462.02    Semen Poltavskiy             142800.03     Teodor Salparov             189233.04  Yevgeni Sivozhelez             104871.0,5,5
poker_player,Return the names of poker players sorted by their earnings descending.,                 Name0        Maksim Botin1   Aleksey Ostapenko2     Teodor Salparov3    Semen Poltavskiy4  Yevgeni Sivozhelez,         PlayerName<>  AvgPlayerEarnings<>0   Aleksey Ostapenko             476090.01        Maksim Botin             596462.02    Semen Poltavskiy             142800.03     Teodor Salparov             189233.04  Yevgeni Sivozhelez             104871.0,5,5
poker_player,What are different nationalities of people and the corresponding number of people from each nation?,  Nationality  COUNT(*)0    Bulgaria         11      Russia         6,  PersonNationality<>  NumPeopleByNationality<>0            Bulgaria                         11              Russia                         4,2,2
poker_player,How many people are there of each nationality?,  Nationality  COUNT(*)0    Bulgaria         11      Russia         6,  PersonNationality<>  NumPeopleByNationality<>0            Bulgaria                         11              Russia                         4,2,2
poker_player,What is the most common nationality of people?,  Nationality0      Russia,  PersonNationality<>  NumPeopleByNationality<>0            Bulgaria                         1,1,1
poker_player,Give the nationality that is most common across all people.,  Nationality0      Russia,  PersonNationality<>  NumPeopleByNationality<>0            Bulgaria                         1,1,1
poker_player,What are the nationalities that are shared by at least two people?,  Nationality0      Russia,  PersonNationality<>  NumPeopleByNationality<>0            Bulgaria                         11              Russia                         4,1,2
poker_player,Return the nationalities for which there are two or more people.,  Nationality0      Russia,  PersonNationality<>  NumPeopleByNationality<>0            Bulgaria                         11              Russia                         4,1,2
poker_player,List the names and birth dates of people in ascending alphabetical order of name.,"                 Name        Birth_Date0   Aleksey Ostapenko      May 26, 19861        Maksim Botin     July 14, 19832        Roman Bragin    April 17, 19873    Semen Poltavskiy  February 8, 19814      Sergey Grankin  January 22, 19875     Teodor Salparov   August 16, 19826  Yevgeni Sivozhelez    August 8, 1986","         PersonName<> PersonBirthDate<>  NumPeople<>0   Aleksey Ostapenko      May 26, 1986            11        Maksim Botin     July 14, 1983            12    Semen Poltavskiy  February 8, 1981            13     Teodor Salparov   August 16, 1982            14  Yevgeni Sivozhelez    August 8, 1986            1",7,5
poker_player,"What are the names and birth dates of people, ordered by their names in alphabetical order?","                 Name        Birth_Date0   Aleksey Ostapenko      May 26, 19861        Maksim Botin     July 14, 19832        Roman Bragin    April 17, 19873    Semen Poltavskiy  February 8, 19814      Sergey Grankin  January 22, 19875     Teodor Salparov   August 16, 19826  Yevgeni Sivozhelez    August 8, 1986","         PersonName<> PersonBirthDate<>  NumPeople<>0   Aleksey Ostapenko      May 26, 1986            11        Maksim Botin     July 14, 1983            12    Semen Poltavskiy  February 8, 1981            13     Teodor Salparov   August 16, 1982            14  Yevgeni Sivozhelez    August 8, 1986            1",7,5
poker_player,"Show names of people whose nationality is not ""Russia"".",              Name0  Teodor Salparov,      PersonName<>  NumPeople<>0  Teodor Salparov            1,1,1
poker_player,What are the names of people who are not from Russia?,              Name0  Teodor Salparov,      PersonName<>  NumPeople<>0  Teodor Salparov            1,1,1
poker_player,How many distinct nationalities are there?,   count(DISTINCT Nationality)0                            2,   NumDistinctNationalities<>0                           2,1,1
poker_player,Count the number of different nationalities.,   count(DISTINCT Nationality)0                            2,   NumDistinctNationalities<>0                           2,1,1
