db_name,Question,Error
car_1,What is the average edispl for all volvos?,"Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  AVG(FactTableT.edispl) AS avgedispl_475501
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (list_contains(['Volvo']::text[], FactTableT.maker_full_name)))
SELECT
  ConsolidatingFactTable.avgedispl_475501 AS ""AvgEdispl<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,how many cars were produced in 1980?,"Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  SUM(1) AS numcars_474452
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (list_contains([1980]::numeric[], FactTableT.year)))
SELECT
  ConsolidatingFactTable.numcars_474452 AS ""NumCars<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,"In 1980, how many cars were made?","Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  SUM(1) AS numcars_474452
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (list_contains([1980]::numeric[], FactTableT.year)))
SELECT
  ConsolidatingFactTable.numcars_474452 AS ""NumCars<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,How many car models were produced by the maker with full name American Motor Company?,"Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  COUNT(DISTINCT FactTableT.model_id) AS nummodels_765983
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (list_contains(['American Motor Company']::text[], FactTableT.maker_full_name)))
SELECT
  ConsolidatingFactTable.nummodels_765983 AS ""NumModels<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,What is the number of car models created by the car maker American Motor Company?,"Execution failed on sql 'WITH t_2_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  COUNT(DISTINCT FactTableT.model_id) AS nummodels_765983,
  FactTableT.maker_full_name AS makerfullname_387924
FROM
  t_2_FactTableT AS FactTableT
WHERE
  (list_contains(['American Motor Company']::text[], FactTableT.maker_full_name))
GROUP BY FactTableT.maker_full_name)
SELECT
  ConsolidatingFactTable.makerfullname_387924 AS ""MakerFullName<>"",
  ConsolidatingFactTable.nummodels_765983 AS ""NumModels<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,Which makers designed more than 3 car models? List full name and the id.,'MakerId'
car_1,Which distinctive models are produced by maker with the full name General Motors or weighing more than 3500?,"Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  COUNT(DISTINCT FactTableT.model_id) AS nummodels_765983,
  FactTableT.model_name AS modelname_83050
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (list_contains(['General Motors']::text[], FactTableT.maker_full_name)) AND
  (FactTableT.weight > 3500)
GROUP BY FactTableT.model_name)
SELECT
  ConsolidatingFactTable.modelname_83050 AS ""ModelName<>"",
  ConsolidatingFactTable.nummodels_765983 AS ""NumModels<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,What are the different models created by either the car maker General Motors or weighed more than 3500?,"Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  COUNT(DISTINCT FactTableT.model_id) AS nummodels_765983,
  FactTableT.model_name AS modelname_83050
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (list_contains(['General Motors']::text[], FactTableT.maker_full_name)) AND
  (FactTableT.weight > 3500)
GROUP BY FactTableT.model_name)
SELECT
  ConsolidatingFactTable.modelname_83050 AS ""ModelName<>"",
  ConsolidatingFactTable.nummodels_765983 AS ""NumModels<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,What is the horsepower of the car with the largest accelerate?,Found no way to assign variables: [1mhp_text[0m.
car_1,What is the horsepower of the car with the greatest accelerate?,Found no way to assign variables: [1mhp_text[0m.
car_1,"For model volvo, how many cylinders does the car with the least accelerate have?",'Cylinders'
car_1,"For a volvo model, how many cylinders does the version with least accelerate have?",'Cylinders'
car_1,How many cars have a larger accelerate than the car with the largest horsepower?,Could not parse expression of a value.
car_1,What is the number of cars with a greater accelerate than the one with the most horsepower?,While compiling predicate [1mConsolidatingFactTable[0m there was found no way to assign variables: [1mfact[0m in rule for [1mMaxHorsepower[0m.
car_1,What is the number of countries with more than 2 car makers ?,"Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  COUNT(DISTINCT FactTableT.country_id) AS numcountries_9103,
  FactTableT.country_name AS countryname_767996
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (list_contains(['Acura', 'Alfa Romeo', 'AMC', 'Aston Martin', 'Audi', 'Austin', 'BMW', 'Buick', 'Cadillac', 'Capri', 'Chevrolet', 'Chrysler', 'Citroen', 'Datsun', 'Dodge', 'Fiat', 'Ford', 'GMC', 'Honda', 'Hyundai', 'Isuzu', 'Jaguar', 'Jensen', 'Kia', 'Lancia', 'Land Rover', 'Lexus', 'Lincoln', 'Lotus', 'Mazda', 'Mercedes-Benz', 'Mercury', 'MG', 'Mini', 'Mitsubishi', 'Nissan', 'Oldsmobile', 'Opel', 'Peugeot', 'Plymouth', 'Pontiac', 'Porsche', 'Renault', 'Rover', 'Saab', 'Saturn', 'Simca', 'Subaru', 'Suzuki', 'Toyota', 'Triumph', 'Volkswagen', 'Volvo']::text[], FactTableT.maker_full_name))
GROUP BY FactTableT.country_name)
SELECT
  ConsolidatingFactTable.countryname_767996 AS ""CountryName<>"",
  ConsolidatingFactTable.numcountries_9103 AS ""NumCountries<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,"For the cars with 4 cylinders, which model has the largest horsepower?",Found no way to assign variables: [1mhp_text[0m.
car_1,"For all of the 4 cylinder cars, which model has the most horsepower?",Found no way to assign variables: [1mhp_text[0m.
car_1,"Among the cars with more than lowest horsepower, which ones do not have more than 3 cylinders? List the car makeid and make name.",While compiling predicate [1mConsolidatingFactTable[0m there was found no way to assign variables: [1mfact[0m in rule for [1mMinHorsepower[0m.
car_1,"Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?",While compiling predicate [1mConsolidatingFactTable[0m there was found no way to assign variables: [1mfact[0m in rule for [1mMinHorsepower[0m.
car_1,What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?,Found no way to assign variables: [1mmpg_text[0m.
car_1,What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?,Found no way to assign variables: [1mmpg_text[0m.
car_1,Which models are lighter than 3500 but not built by the 'Ford Motor Company'?,"Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  SUM(1) AS numcars_474452,
  FactTableT.model_name AS modelname_83050
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (FactTableT.weight < 3500) AND
  (list_contains(['Ford Motor Company']::text[], FactTableT.maker_full_name))
GROUP BY FactTableT.model_name)
SELECT
  ConsolidatingFactTable.modelname_83050 AS ""ModelName<>"",
  ConsolidatingFactTable.numcars_474452 AS ""NumCars<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,What are the different models wthat are lighter than 3500 but were not built by the Ford Motor Company?,"Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  SUM(1) AS numcars_474452,
  FactTableT.model_name AS modelname_83050
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (FactTableT.weight < 3500) AND
  (list_contains(['Ford Motor Company']::text[], FactTableT.maker_full_name))
GROUP BY FactTableT.model_name)
SELECT
  ConsolidatingFactTable.modelname_83050 AS ""ModelName<>"",
  ConsolidatingFactTable.numcars_474452 AS ""NumCars<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,What are the name of the countries where there is not a single car maker?,'=='
car_1,What are the names of the countries with no car makers?,'=='
car_1,Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker .,Could not parse expression of a value.
car_1,What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,"Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  COUNT(DISTINCT FactTableT.maker_id) AS nummakers_84325,
  FactTableT.country_id AS countryid_279254,
  FactTableT.country_name AS countryname_767996
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (list_contains(['fiat']::text[], FactTableT.maker_full_name))
GROUP BY FactTableT.country_id, FactTableT.country_name)
SELECT
  ConsolidatingFactTable.countryid_279254 AS ""CountryId<>"",
  ConsolidatingFactTable.countryname_767996 AS ""CountryName<>"",
  ConsolidatingFactTable.nummakers_84325 AS ""NumMakers<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
car_1,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,"Execution failed on sql 'WITH t_1_FactTableT AS (SELECT
  cars_data.id AS car_id,
  cars_data.mpg AS mpg_str,
  cars_data.cylinders AS cylinders,
  cars_data.edispl AS edispl,
  cars_data.horsepower AS horsepower_str,
  cars_data.weight AS weight,
  cars_data.accelerate AS accelerate,
  cars_data.year AS year,
  car_names.make AS make_name,
  car_names.model AS model_name,
  model_list.modelid AS model_id,
  model_list.maker AS maker_id,
  car_makers.maker AS maker_short_name,
  car_makers.fullname AS maker_full_name,
  car_makers.country AS country_id,
  countries.countryname AS country_name,
  countries.continent AS continent_id,
  continents.continent AS continent_name
FROM
  cars_data, car_names, model_list, car_makers, countries, continents
WHERE
  (car_names.makeid = cars_data.id) AND
  (model_list.model = car_names.model) AND
  (car_makers.id = model_list.maker) AND
  (countries.countryid = car_makers.country) AND
  (continents.contid = countries.continent)),
t_0_ConsolidatingFactTable AS (SELECT
  COUNT(DISTINCT FactTableT.maker_id) AS nummakers_84325,
  FactTableT.country_id AS countryid_279254,
  FactTableT.country_name AS countryname_767996
FROM
  t_1_FactTableT AS FactTableT
WHERE
  (list_contains(['Fiat']::text[], FactTableT.maker_full_name))
GROUP BY FactTableT.country_id, FactTableT.country_name)
SELECT
  ConsolidatingFactTable.countryid_279254 AS ""CountryId<>"",
  ConsolidatingFactTable.countryname_767996 AS ""CountryName<>"",
  ConsolidatingFactTable.nummakers_84325 AS ""NumMakers<>""
FROM
  t_0_ConsolidatingFactTable AS ConsolidatingFactTable;': unrecognized token: "":"""
employee_hire_evaluation,Sort employee names by their age in ascending order.,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(numemployees_59980? Aggr= NumEmployees([1mfact[0m), employeename_45910: EmployeeName(fact), employeeage_15017: EmployeeAge(fact)) distinct :- 
  EmployeeHiringInfo(fact)

[ [91mError[0m ] Variable [1mfact[0m is implied to be [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and simultaneously [1m{age: Any, employee_age: Any, employee_id: Any, employee_name: Any, name: Any}[0m, which is impossible."
employee_hire_evaluation,List the names of employees and sort in ascending order of age.,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(numemployees_59980? Aggr= NumEmployees([1mfact[0m), employeename_45910: EmployeeName(fact), employeeage_15017: EmployeeAge(fact)) distinct :- 
  EmployeeHiringInfo(fact)

[ [91mError[0m ] Variable [1mfact[0m is implied to be [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and simultaneously [1m{age: Any, employee_age: Any, employee_id: Any, employee_name: Any, name: Any}[0m, which is impossible."
employee_hire_evaluation,What is the number of employees from each city?,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(numemployees_59980? Aggr= NumEmployees([1mfact[0m), employeecity_723823: EmployeeCity(fact)) distinct :- 
  EmployeeHiringInfo(fact)

[ [91mError[0m ] Variable [1mfact[0m is implied to be [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and simultaneously [1m{city: Any, employee_city: Any, employee_id: Any}[0m, which is impossible."
employee_hire_evaluation,Count the number of employees for each city.,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(numemployees_59980? Aggr= NumEmployees([1mfact[0m), employeecity_723823: EmployeeCity(fact)) distinct :- 
  EmployeeHiringInfo(fact)

[ [91mError[0m ] Variable [1mfact[0m is implied to be [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and simultaneously [1m{city: Any, employee_city: Any, employee_id: Any}[0m, which is impossible."
employee_hire_evaluation,Which cities do more than one employee under age 30 come from?,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(numemployees_59980? Aggr= NumEmployees([1mfact[0m), employeecity_723823: EmployeeCity(fact)) distinct :- 
  EmployeeHiringInfo(fact),
  EmployeeAgeLessThan(fact, age: 30)

[ [91mError[0m ] Variable [1mfact[0m is implied to be [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and simultaneously [1m{city: Any, employee_city: Any, employee_id: Any}[0m, which is impossible."
employee_hire_evaluation,Find the cities that have more than one employee under age 30.,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(numemployees_59980? Aggr= NumEmployees([1mfact[0m), employeecity_723823: EmployeeCity(fact)) distinct :- 
  EmployeeHiringInfo(fact),
  EmployeeAgeLessThan(fact, age: 30)

[ [91mError[0m ] Variable [1mfact[0m is implied to be [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and simultaneously [1m{city: Any, employee_city: Any, employee_id: Any}[0m, which is impossible."
employee_hire_evaluation,Find the number of shops in each location.,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(numshops_932057? Aggr= NumShops([1mfact[0m), shoplocation_3203: ShopLocation(fact)) distinct :- 
  EmployeeHiringInfo(fact)

[ [91mError[0m ] Variable [1mfact[0m is implied to be [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and simultaneously [1m{location: Any, shop_location: Any}[0m, which is impossible."
employee_hire_evaluation,How many shops are there in each location?,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(numshops_932057? Aggr= NumShops([1mfact[0m), shoplocation_3203: ShopLocation(fact)) distinct :- 
  EmployeeHiringInfo(fact)

[ [91mError[0m ] Variable [1mfact[0m is implied to be [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and simultaneously [1m{location: Any, shop_location: Any}[0m, which is impossible."
employee_hire_evaluation,Find the manager name and district of the shop whose number of products is the largest.,'NumProducts'
employee_hire_evaluation,What are the manager name and district of the shop that sells the largest number of products?,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(maxnumproducts_538807? Aggr= MaxNumProducts([1mfact[0m), managername_15689: ManagerName(fact), shopdistrict_608945: ShopDistrict(fact)) distinct :- 
  EmployeeHiringInfo(fact)

[ [91mError[0m ] Variable [1mfact[0m is a record [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and it does not have field [1mmanager_name[0m, which is addressed."
employee_hire_evaluation,find the minimum and maximum number of products of all stores.,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(minnumproducts_866329? Aggr= MinNumProducts([1mfact[0m), maxnumproducts_538807? Aggr= MaxNumProducts(fact)) distinct :- 
  EmployeeHiringInfo(fact)

[ [91mError[0m ] Variable [1mfact[0m is a record [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and it does not have field [1mnumber_products[0m, which is addressed."
employee_hire_evaluation,What are the minimum and maximum number of products across all the shops?,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(minnumproducts_866329? Aggr= MinNumProducts([1mfact[0m), maxnumproducts_538807? Aggr= MaxNumProducts(fact)) distinct :- 
  EmployeeHiringInfo(fact)

[ [91mError[0m ] Variable [1mfact[0m is a record [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and it does not have field [1mnumber_products[0m, which is addressed."
employee_hire_evaluation,"Return the name, location and district of all shops in descending order of number of products.",'NumProducts'
employee_hire_evaluation,"Sort all the shops by number products in descending order, and return the name, location and district of each shop.",'NumProducts'
employee_hire_evaluation,Find the names of stores whose number products is more than the average number of products.,'ShopName'
employee_hire_evaluation,Which shops' number products is above the average? Give me the shop names.,'ShopName'
employee_hire_evaluation,find the name of employee who was awarded the most times in the evaluation.,"[4mType analysis:[0m
ConsolidatingEmployeeHiringInfo(numawardsperemployee_442158? Aggr= NumAwardsPerEmployee([1mfact[0m), employeename_45910: EmployeeName(fact)) distinct :- 
  EmployeeHiringInfo(fact)

[ [91mError[0m ] Variable [1mfact[0m is implied to be [1m{employee_age: Any, employee_city: Any, employee_id: Any, employee_name: Any, hiring_is_full_time: Any, hiring_start_from: Any, shop_district: Any, shop_id: Any, shop_location: Any, shop_name: Any}[0m and simultaneously [1m{employee_name: Any, name: Any, year_awarded: Any}[0m, which is impossible."
